"year","month","discount","returned","sales_month"
"2018","5","0.20",NULL,"47.92"
"2018","5","0.00",NULL,"26.94"
"2018","5","0.20",NULL,"25.12"
"2018","5","0.00",NULL,"3504.90"
"2018","5","0.70",NULL,"6.29"
"2018","5","0.00",NULL,"5.56"
"2018","5","0.20",NULL,"18.94"
"2018","5","0.00",NULL,"354.31"
"2018","5","0.20",NULL,"10.37"
"2018","5","0.00",NULL,"629.10"
"2018","5","0.70",NULL,"224.94"
"2018","5","0.20",NULL,"27.38"
"2018","5","0.00",NULL,"245.96"
"2018","5","0.20",NULL,"555.79"
"2018","5","0.00",NULL,"130.50"
"2018","5","0.20",NULL,"79.38"
"2018","5","0.00",NULL,"69.50"
"2018","5","0.20",NULL,"182.09"
"2018","5","0.00","Yes","1267.65"
"2018","5","0.70",NULL,"27.02"
"2018","5","0.00",NULL,"21.40"
"2018","5","0.20",NULL,"222.38"
"2018","5","0.00",NULL,"641.96"
"2018","5","0.20",NULL,"112.82"
"2018","5","0.00",NULL,"46.66"
"2018","5","0.20",NULL,"118.96"
"2018","5","0.00",NULL,"203.76"
"2018","5","0.20",NULL,"9.58"
"2018","5","0.00",NULL,"5.94"
"2019","5","0.00",NULL,"42.85"
"2019","5","0.20",NULL,"104.06"
"2019","5","0.00",NULL,"123.72"
"2019","5","0.40",NULL,"933.26"
"2019","5","0.00",NULL,"22.96"
"2019","5","0.20",NULL,"33.07"
"2019","5","0.00",NULL,"442.66"
"2019","5","0.20",NULL,"681.41"
"2019","5","0.00",NULL,"195.64"
"2019","5","0.20",NULL,"46.20"
"2019","5","0.40",NULL,"373.47"
"2019","5","0.00",NULL,"14.56"
"2019","5","0.70",NULL,"26.39"
"2019","5","0.00",NULL,"247.44"
"2019","5","0.20",NULL,"419.94"
"2019","5","0.00",NULL,"103.84"
"2019","5","0.20",NULL,"5.90"
"2019","5","0.00",NULL,"2.78"
"2019","5","0.20",NULL,"42.62"
"2019","5","0.00",NULL,"399.60"
"2019","5","0.20","Yes","36.05"
"2019","5","0.20",NULL,"58.48"
"2019","5","0.70",NULL,"9.40"
"2019","5","0.50",NULL,"115.96"
"2019","5","0.00",NULL,"7.41"
"2019","5","0.60",NULL,"8.00"
"2019","5","0.00",NULL,"241.96"
"2019","5","0.20",NULL,"20.77"
"2019","5","0.00",NULL,"776.22"
"2019","5","0.20",NULL,"147.92"
"2019","5","0.30",NULL,"47.99"
"2019","5","0.00",NULL,"1719.90"
"2019","5","0.30",NULL,"128.06"
"2019","5","0.20",NULL,"127.92"
"2019","5","0.30",NULL,"204.67"
"2019","5","0.80",NULL,"3.56"
"2019","5","0.20",NULL,"38.02"
"2019","5","0.00",NULL,"465.16"
"2019","5","0.20",NULL,"191.97"
"2019","5","0.00",NULL,"350.11"
"2019","5","0.20",NULL,"3888.18"
"2019","5","0.00",NULL,"48.69"
"2019","5","0.20",NULL,"374.30"
"2019","5","0.00",NULL,"178.15"
"2019","5","0.20",NULL,"319.39"
"2019","5","0.00",NULL,"25.76"
"2019","5","0.80",NULL,"1.59"
"2019","5","0.70",NULL,"4.75"
"2019","5","0.00",NULL,"23.16"
"2019","5","0.20",NULL,"27.89"
"2019","5","0.00",NULL,"352.90"
"2019","5","0.20",NULL,"220.96"
"2019","5","0.80",NULL,"18.32"
"2019","5","0.00",NULL,"48.90"
"2019","5","0.20",NULL,"218.12"
"2019","5","0.00",NULL,"22.58"
"2019","5","0.80",NULL,"1.19"
"2019","5","0.70",NULL,"64.20"
"2019","5","0.00",NULL,"391.13"
"2019","5","0.70",NULL,"58.17"
"2019","5","0.00",NULL,"317.88"
"2019","5","0.70",NULL,"12.06"
"2019","5","0.00",NULL,"748.41"
"2019","5","0.20",NULL,"788.23"
"2019","5","0.00",NULL,"6.24"
"2019","5","0.30",NULL,"899.43"
"2019","5","0.20",NULL,"221.02"
"2019","5","0.00",NULL,"81.08"
"2019","5","0.20",NULL,"663.92"
"2019","5","0.30",NULL,"181.99"
"2019","5","0.00",NULL,"413.46"
"2019","5","0.20",NULL,"518.27"
"2019","5","0.00","Yes","49.56"
"2019","5","0.00",NULL,"16.91"
"2019","5","0.20",NULL,"183.96"
"2019","5","0.00",NULL,"152.94"
"2019","5","0.20","Yes","171.29"
"2019","5","0.00",NULL,"87.60"
"2019","5","0.60",NULL,"1.89"
"2019","5","0.20",NULL,"48.82"
"2019","5","0.00",NULL,"59.52"
"2019","5","0.20",NULL,"22.34"
"2019","5","0.00",NULL,"37.20"
"2019","5","0.20",NULL,"314.35"
"2019","5","0.00",NULL,"15.70"
"2019","5","0.20",NULL,"9.86"
"2019","5","0.70",NULL,"2.20"
"2019","5","0.20",NULL,"122.12"
"2019","5","0.60",NULL,"22.61"
"2019","5","0.00",NULL,"183.47"
"2019","5","0.70",NULL,"89.99"
"2019","5","0.30",NULL,"623.47"
"2019","5","0.20",NULL,"60.64"
"2019","5","0.00",NULL,"1234.60"
"2019","5","0.20",NULL,"65.23"
"2019","5","0.00",NULL,"155.10"
"2019","5","0.20",NULL,"300.90"
"2019","5","0.00",NULL,"1822.53"
"2019","5","0.20",NULL,"195.96"
"2019","5","0.00",NULL,"671.98"
"2019","5","0.20",NULL,"1123.13"
"2019","5","0.70",NULL,"9.55"
"2019","5","0.20",NULL,"47.95"
"2019","5","0.00",NULL,"17.97"
"2019","5","0.20",NULL,"21.24"
"2019","5","0.00",NULL,"26.64"
"2019","5","0.80",NULL,"2.00"
"2019","5","0.20",NULL,"1.82"
"2019","5","0.20","Yes","133.12"
"2019","5","0.00",NULL,"704.76"
"2019","5","0.20",NULL,"343.20"
"2019","5","0.80",NULL,"34.24"
"2019","5","0.00",NULL,"289.47"
"2019","5","0.10",NULL,"87.44"
"2019","5","0.20",NULL,"64.78"
"2019","5","0.00",NULL,"535.92"
"2019","5","0.20",NULL,"2803.92"
"2019","5","0.00",NULL,"1904.10"
"2019","5","0.80",NULL,"6.87"
"2019","5","0.20",NULL,"25.92"
"2019","5","0.00",NULL,"66.96"
"2019","5","0.20",NULL,"302.38"
"2019","5","0.00",NULL,"18.28"
"2019","5","0.20",NULL,"57.70"
"2019","5","0.00",NULL,"55.98"
"2019","5","0.20",NULL,"6.41"
"2019","5","0.00",NULL,"8.01"
"2019","5","0.20",NULL,"677.30"
"2019","5","0.30",NULL,"106.87"
"2019","5","0.00",NULL,"763.44"
"2019","5","0.20",NULL,"6.85"
"2019","5","0.00",NULL,"2396.89"
"2019","5","0.20",NULL,"5.04"
"2019","5","0.00",NULL,"1474.78"
"2019","5","0.70",NULL,"2.31"
"2019","5","0.00",NULL,"34.50"
"2019","5","0.80",NULL,"11.06"
"2019","5","0.20",NULL,"156.79"
"2019","5","0.00",NULL,"238.62"
"2019","5","0.20",NULL,"314.35"
"2019","5","0.00",NULL,"3.89"
"2019","5","0.20",NULL,"53.42"
"2019","5","0.30",NULL,"458.43"
"2019","5","0.20",NULL,"158.83"
"2019","5","0.00",NULL,"643.64"
"2019","5","0.60",NULL,"65.42"
"2019","5","0.00",NULL,"450.19"
"2019","5","0.20",NULL,"56.70"
"2019","5","0.70",NULL,"68.54"
"2019","5","0.20",NULL,"288.61"
"2019","5","0.00",NULL,"3.76"
"2019","5","0.20",NULL,"8.93"
"2019","5","0.00",NULL,"12.96"
"2019","5","0.70",NULL,"209.98"
"2019","5","0.00",NULL,"56.28"
"2019","5","0.20",NULL,"8.00"
"2016","6","0.00",NULL,"15.28"
"2016","6","0.40",NULL,"82.78"
"2016","6","0.70",NULL,"9.01"
"2016","6","0.00",NULL,"47.88"
"2016","6","0.20",NULL,"208.73"
"2016","6","0.00",NULL,"7.36"
"2016","6","0.20",NULL,"11.65"
"2016","6","0.70",NULL,"3.17"
"2016","6","0.00",NULL,"471.90"
"2016","6","0.40",NULL,"418.80"
"2016","6","0.30",NULL,"853.93"
"2016","6","0.00",NULL,"6.60"
"2016","6","0.20",NULL,"15.55"
"2016","6","0.00",NULL,"59.70"
"2016","6","0.20",NULL,"232.94"
"2016","6","0.10",NULL,"65.52"
"2016","6","0.20",NULL,"63.98"
"2016","6","0.00",NULL,"144.90"
"2016","6","0.80",NULL,"3.39"
"2016","6","0.70",NULL,"1.37"
"2016","6","0.20",NULL,"50.80"
"2016","6","0.00",NULL,"1516.61"
"2016","6","0.20",NULL,"356.67"
"2016","6","0.00",NULL,"1318.86"
"2016","6","0.20",NULL,"95.97"
"2016","6","0.00",NULL,"6.08"
"2016","6","0.20",NULL,"149.54"
"2016","6","0.00",NULL,"6.24"
"2016","6","0.20",NULL,"973.84"
"2016","6","0.80",NULL,"12.46"
"2016","6","0.00",NULL,"41.40"
"2016","6","0.00","Yes","515.88"
"2016","6","0.00",NULL,"14.52"
"2016","6","0.30",NULL,"193.07"
"2016","6","0.20",NULL,"70.37"
"2016","6","0.00",NULL,"21.40"
"2016","6","0.40",NULL,"991.76"
"2016","6","0.00",NULL,"289.20"
"2016","6","0.20",NULL,"71.63"
"2016","6","0.00",NULL,"741.78"
"2016","6","0.50",NULL,"268.94"
"2016","6","0.00",NULL,"2764.62"
"2016","6","0.20",NULL,"20.02"
"2016","6","0.00",NULL,"393.78"
"2016","6","0.20",NULL,"25.92"
"2016","6","0.00",NULL,"151.86"
"2016","6","0.20",NULL,"124.38"
"2016","6","0.60",NULL,"61.54"
"2016","6","0.00",NULL,"231.24"
"2016","6","0.20",NULL,"13.98"
"2016","6","0.00",NULL,"2503.58"
"2016","6","0.20",NULL,"1128.94"
"2016","6","0.00",NULL,"17.14"
"2016","6","0.80",NULL,"24.59"
"2016","6","0.20",NULL,"39.55"
"2016","6","0.70",NULL,"8.23"
"2016","6","0.20",NULL,"2218.69"
"2016","6","0.00",NULL,"281.62"
"2016","6","0.30",NULL,"99.92"
"2016","6","0.20",NULL,"68.48"
"2016","6","0.30",NULL,"170.06"
"2016","6","0.20",NULL,"907.15"
"2016","6","0.00",NULL,"1912.92"
"2016","6","0.20",NULL,"170.35"
"2016","6","0.00",NULL,"617.97"
"2016","6","0.20",NULL,"2.69"
"2016","6","0.70",NULL,"31.09"
"2016","6","0.20",NULL,"3601.14"
"2016","6","0.00",NULL,"37.40"
"2016","6","0.20",NULL,"13.92"
"2016","6","0.00",NULL,"45.48"
"2016","6","0.30",NULL,"1228.47"
"2016","6","0.00",NULL,"17.90"
"2016","6","0.20",NULL,"513.76"
"2016","6","0.00",NULL,"161.94"
"2016","6","0.70",NULL,"206.99"
"2016","6","0.20",NULL,"59.81"
"2016","6","0.30",NULL,"797.94"
"2016","6","0.00",NULL,"15.56"
"2016","6","0.20",NULL,"282.46"
"2016","6","0.00",NULL,"881.93"
"2016","6","0.70",NULL,"11.09"
"2016","6","0.00",NULL,"1441.30"
"2016","6","0.20",NULL,"62.02"
"2016","6","0.80",NULL,"8.57"
"2016","6","0.00",NULL,"19.65"
"2016","6","0.20","Yes","447.84"
"2016","6","0.00",NULL,"65.97"
"2016","6","0.20",NULL,"90.62"
"2016","6","0.00",NULL,"85.98"
"2016","6","0.70",NULL,"25.16"
"2016","6","0.00",NULL,"50.46"
"2017","6","0.00",NULL,"304.23"
"2017","6","0.20",NULL,"47.95"
"2017","6","0.00",NULL,"941.87"
"2017","6","0.20",NULL,"971.88"
"2017","6","0.00",NULL,"8.26"
"2017","6","0.20",NULL,"125.98"
"2017","6","0.00",NULL,"52.14"
"2017","6","0.20",NULL,"217.58"
"2017","6","0.00",NULL,"143.96"
"2017","6","0.70",NULL,"4.54"
"2017","6","0.20",NULL,"20.74"
"2017","6","0.00",NULL,"223.99"
"2017","6","0.20",NULL,"1118.99"
"2017","6","0.80",NULL,"5.73"
"2017","6","0.00",NULL,"165.98"
"2017","6","0.20",NULL,"797.14"
"2017","6","0.00",NULL,"20.96"
"2017","6","0.20",NULL,"4.61"
"2017","6","0.00",NULL,"133.98"
"2017","6","0.70",NULL,"18.31"
"2017","6","0.20",NULL,"201.30"
"2017","6","0.00",NULL,"181.06"
"2017","6","0.20",NULL,"20.74"
"2017","6","0.00",NULL,"299.98"
"2017","6","0.20","Yes","621.76"
"2017","6","0.00",NULL,"34.60"
"2017","6","0.20",NULL,"1152.67"
"2017","6","0.00",NULL,"478.95"
"2017","6","0.60",NULL,"75.38"
"2017","6","0.00",NULL,"269.98"
"2017","6","0.10",NULL,"117.88"
"2017","6","0.00",NULL,"338.37"
"2017","6","0.20",NULL,"107.98"
"2017","6","0.70",NULL,"42.29"
"2017","6","0.20",NULL,"143.98"
"2017","6","0.00",NULL,"464.52"
"2017","6","0.20",NULL,"9.00"
"2017","6","0.00",NULL,"19.04"
"2017","6","0.70",NULL,"6.13"
"2017","6","0.00",NULL,"128.52"
"2017","6","0.20",NULL,"25.92"
"2017","6","0.00",NULL,"32.40"
"2017","6","0.20",NULL,"43.06"
"2017","6","0.00",NULL,"42.74"
"2017","6","0.20",NULL,"2.38"
"2017","6","0.20","Yes","5.90"
"2017","6","0.00",NULL,"119.56"
"2017","6","0.20",NULL,"3249.59"
"2017","6","0.00",NULL,"54.40"
"2017","6","0.80",NULL,"0.98"
"2017","6","0.00",NULL,"53.94"
"2017","6","0.20",NULL,"357.88"
"2017","6","0.00",NULL,"51.98"
"2017","6","0.20",NULL,"65.86"
"2017","6","0.80",NULL,"5.79"
"2017","6","0.20",NULL,"27.22"
"2017","6","0.00",NULL,"257.64"
"2017","6","0.20",NULL,"991.76"
"2017","6","0.00",NULL,"258.79"
"2017","6","0.10",NULL,"1522.64"
"2017","6","0.00",NULL,"99.34"
"2017","6","0.20",NULL,"249.58"
"2017","6","0.70",NULL,"78.60"
"2017","6","0.20",NULL,"6.21"
"2017","6","0.00",NULL,"467.97"
"2017","6","0.20",NULL,"328.00"
"2017","6","0.00",NULL,"24.96"
"2017","6","0.20",NULL,"43.30"
"2017","6","0.00",NULL,"355.36"
"2017","6","0.70",NULL,"18.26"
"2017","6","0.20",NULL,"114.88"
"2017","6","0.00",NULL,"4.96"
"2017","6","0.50",NULL,"482.94"
"2017","6","0.20",NULL,"228.92"
"2017","6","0.70",NULL,"64.20"
"2017","6","0.20",NULL,"72.60"
"2017","6","0.00",NULL,"1068.51"
"2017","6","0.50",NULL,"796.43"
"2017","6","0.30",NULL,"197.37"
"2017","6","0.20",NULL,"976.29"
"2017","6","0.80",NULL,"143.13"
"2017","6","0.20",NULL,"4.45"
"2017","6","0.00",NULL,"62.92"
"2017","6","0.20",NULL,"1350.42"
"2017","6","0.00",NULL,"152.18"
"2017","6","0.70",NULL,"9.16"
"2017","6","0.20",NULL,"42.24"
"2017","6","0.00",NULL,"140.75"
"2018","6","0.20",NULL,"7.41"
"2018","6","0.00",NULL,"291.33"
"2018","6","0.30",NULL,"539.66"
"2018","6","0.20","Yes","48.48"
"2018","6","0.20",NULL,"239.67"
"2018","6","0.20",NULL,"173.49"
"2018","6","0.00",NULL,"440.91"
"2018","6","0.20",NULL,"33.57"
"2018","6","0.00",NULL,"805.77"
"2018","6","0.70","Yes","38.09"
"2018","6","0.00",NULL,"193.78"
"2018","6","0.20",NULL,"359.98"
"2018","6","0.00",NULL,"1315.60"
"2018","6","0.20",NULL,"266.35"
"2018","6","0.00",NULL,"11.16"
"2018","6","0.40",NULL,"337.18"
"2018","6","0.00",NULL,"35.97"
"2018","6","0.50",NULL,"91.48"
"2018","6","0.00",NULL,"268.85"
"2018","6","0.20",NULL,"6.85"
"2018","6","0.40",NULL,"376.87"
"2018","6","0.00",NULL,"101.84"
"2018","6","0.20",NULL,"453.60"
"2018","6","0.60",NULL,"11.69"
"2018","6","0.00",NULL,"12.96"
"2018","6","0.70",NULL,"39.94"
"2018","6","0.20",NULL,"902.71"
"2018","6","0.00",NULL,"54.43"
"2018","6","0.20","Yes","254.35"
"2018","6","0.20",NULL,"353.57"
"2018","6","0.00",NULL,"59.52"
"2018","6","0.20",NULL,"36.56"
"2018","6","0.00",NULL,"35.67"
"2018","6","0.20",NULL,"253.68"
"2018","6","0.00",NULL,"466.51"
"2018","6","0.20",NULL,"599.17"
"2018","6","0.20",NULL,"23.62"
"2018","6","0.80",NULL,"8.27"
"2018","6","0.60",NULL,"4.04"
"2018","6","0.20",NULL,"4.78"
"2018","6","0.00",NULL,"704.25"
"2018","6","0.20",NULL,"447.70"
"2018","6","0.80",NULL,"64.38"
"2018","6","0.00",NULL,"1083.21"
"2018","6","0.20",NULL,"4805.02"
"2018","6","0.00",NULL,"1497.13"
"2018","6","0.20",NULL,"11.26"
"2018","6","0.00",NULL,"328.44"
"2018","6","0.20",NULL,"7.75"
"2018","6","0.00",NULL,"32.40"
"2018","6","0.20",NULL,"15.55"
"2018","6","0.30",NULL,"379.37"
"2018","6","0.20",NULL,"1039.82"
"2018","6","0.00",NULL,"1689.46"
"2018","6","0.30","Yes","422.06"
"2018","6","0.00",NULL,"319.50"
"2018","6","0.20",NULL,"31.98"
"2018","6","0.00","Yes","208.56"
"2018","6","0.20",NULL,"226.35"
"2018","6","0.10","Yes","319.41"
"2018","6","0.00",NULL,"2287.78"
"2018","6","0.20",NULL,"201.58"
"2018","6","0.00",NULL,"40.74"
"2018","6","0.00","Yes","1.68"
"2018","6","0.20",NULL,"1853.49"
"2018","6","0.60",NULL,"12.54"
"2018","6","0.00",NULL,"61.96"
"2018","6","0.60",NULL,"419.68"
"2018","6","0.20",NULL,"101.77"
"2018","6","0.00",NULL,"17.12"
"2018","6","0.20","Yes","51.65"
"2018","6","0.20",NULL,"156.37"
"2018","6","0.00",NULL,"7.96"
"2018","6","0.00","Yes","32.40"
"2018","6","0.00",NULL,"155.98"
"2018","6","0.20",NULL,"95.97"
"2018","6","0.00",NULL,"12.48"
"2018","6","0.20",NULL,"45.06"
"2018","6","0.00","Yes","14.56"
"2018","6","0.00",NULL,"235.68"
"2018","6","0.70",NULL,"4.63"
"2018","6","0.20",NULL,"152.69"
"2018","6","0.00",NULL,"1106.77"
"2018","6","0.30",NULL,"85.25"
"2018","6","0.20",NULL,"82.64"
"2018","6","0.80",NULL,"2.87"
"2018","6","0.20",NULL,"1335.68"
"2018","6","0.00",NULL,"383.42"
"2018","6","0.20",NULL,"466.32"
"2018","6","0.00",NULL,"5.16"
"2018","6","0.20",NULL,"53.98"
"2018","6","0.00",NULL,"267.58"
"2018","6","0.20",NULL,"5.30"
"2018","6","0.00",NULL,"14.94"
"2018","6","0.00","Yes","30.18"
"2018","6","0.20",NULL,"37.46"
"2018","6","0.20","Yes","38.24"
"2018","6","0.00",NULL,"104.63"
"2018","6","0.20",NULL,"499.15"
"2018","6","0.00",NULL,"166.96"
"2018","6","0.70",NULL,"29.72"
"2018","6","0.20",NULL,"3023.93"
"2018","6","0.00",NULL,"37.44"
"2018","6","0.50",NULL,"177.23"
"2018","6","0.00",NULL,"324.90"
"2018","6","0.20",NULL,"9.65"
"2018","6","0.60",NULL,"6.98"
"2018","6","0.20",NULL,"50.12"
"2018","6","0.50",NULL,"695.70"
"2018","6","0.00",NULL,"18.90"
"2018","6","0.20","Yes","11.23"
"2018","6","0.30","Yes","1007.98"
"2018","6","0.00",NULL,"146.81"
"2018","6","0.20",NULL,"13.62"
"2018","6","0.60",NULL,"32.71"
"2018","6","0.00",NULL,"21.93"
"2018","6","0.00","Yes","30.00"
"2018","6","0.20",NULL,"196.27"
"2018","6","0.00","Yes","111.96"
"2018","6","0.20","Yes","313.49"
"2018","6","0.80",NULL,"9.55"
"2018","6","0.00",NULL,"231.18"
"2019","6","0.00","Yes","11.96"
"2019","6","0.00",NULL,"1262.29"
"2019","6","0.20","Yes","917.92"
"2019","6","0.20",NULL,"11.30"
"2019","6","0.00",NULL,"102.93"
"2019","6","0.20",NULL,"235.31"
"2019","6","0.70",NULL,"10.33"
"2019","6","0.20","Yes","279.96"
"2019","6","0.00",NULL,"526.45"
"2019","6","0.20",NULL,"68.45"
"2019","6","0.00",NULL,"247.85"
"2019","6","0.20",NULL,"1361.54"
"2019","6","0.00",NULL,"78.66"
"2019","6","0.20",NULL,"71.98"
"2019","6","0.30",NULL,"470.30"
"2019","6","0.70",NULL,"41.26"
"2019","6","0.20",NULL,"901.26"
"2019","6","0.00",NULL,"9.82"
"2019","6","0.20","Yes","31.17"
"2019","6","0.20",NULL,"115.48"
"2019","6","0.20","Yes","2239.94"
"2019","6","0.20",NULL,"385.80"
"2019","6","0.00","Yes","29.60"
"2019","6","0.20",NULL,"44.86"
"2019","6","0.00",NULL,"11.56"
"2019","6","0.40",NULL,"2.97"
"2019","6","0.00",NULL,"385.60"
"2019","6","0.20",NULL,"88.22"
"2019","6","0.20","Yes","312.55"
"2019","6","0.00",NULL,"2009.85"
"2019","6","0.20",NULL,"119.96"
"2019","6","0.00",NULL,"108.08"
"2019","6","0.20",NULL,"146.35"
"2019","6","0.00",NULL,"539.96"
"2019","6","0.80",NULL,"0.44"
"2019","6","0.20",NULL,"164.74"
"2019","6","0.00",NULL,"589.60"
"2019","6","0.20",NULL,"27.74"
"2019","6","0.80","Yes","2.30"
"2019","6","0.20",NULL,"46.08"
"2019","6","0.40",NULL,"158.38"
"2019","6","0.20",NULL,"71.98"
"2019","6","0.70",NULL,"3.80"
"2019","6","0.00",NULL,"32.40"
"2019","6","0.20","Yes","239.98"
"2019","6","0.80",NULL,"21.39"
"2019","6","0.00",NULL,"452.94"
"2019","6","0.20",NULL,"17.92"
"2019","6","0.80",NULL,"6.89"
"2019","6","0.00",NULL,"227.44"
"2019","6","0.20",NULL,"40.03"
"2019","6","0.20","Yes","142.78"
"2019","6","0.20",NULL,"572.74"
"2019","6","0.00",NULL,"68.52"
"2019","6","0.30",NULL,"457.49"
"2019","6","0.20",NULL,"215.59"
"2019","6","0.00",NULL,"3486.90"
"2019","6","0.20",NULL,"37.61"
"2019","6","0.00",NULL,"138.84"
"2019","6","0.80",NULL,"6.37"
"2019","6","0.00",NULL,"149.95"
"2019","6","0.80",NULL,"1.62"
"2019","6","0.00",NULL,"362.94"
"2019","6","0.20",NULL,"11.18"
"2019","6","0.00",NULL,"76.05"
"2019","6","0.80",NULL,"3.04"
"2019","6","0.00",NULL,"66.50"
"2019","6","0.20",NULL,"5.25"
"2019","6","0.10",NULL,"172.76"
"2019","6","0.20",NULL,"170.65"
"2019","6","0.10",NULL,"858.24"
"2019","6","0.00",NULL,"4.26"
"2019","6","0.20",NULL,"17.09"
"2019","6","0.00",NULL,"15.58"
"2019","6","0.20",NULL,"38.78"
"2019","6","0.00",NULL,"200.80"
"2019","6","0.40",NULL,"1044.63"
"2019","6","0.20",NULL,"77.73"
"2019","6","0.00",NULL,"1007.66"
"2019","6","0.20",NULL,"431.93"
"2019","6","0.00",NULL,"64.04"
"2019","6","0.20",NULL,"10.27"
"2019","6","0.00",NULL,"152.94"
"2019","6","0.20",NULL,"51.31"
"2019","6","0.00",NULL,"385.61"
"2019","6","0.30",NULL,"760.12"
"2019","6","0.00",NULL,"323.73"
"2019","6","0.40",NULL,"358.20"
"2019","6","0.00",NULL,"1099.50"
"2019","6","0.20",NULL,"280.79"
"2019","6","0.50",NULL,"108.93"
"2019","6","0.00",NULL,"351.53"
"2019","6","0.80",NULL,"12.18"
"2019","6","0.00",NULL,"44.40"
"2019","6","0.30",NULL,"569.06"
"2019","6","0.00",NULL,"17.94"
"2019","6","0.10",NULL,"191.65"
"2019","6","0.20",NULL,"10.69"
"2019","6","0.70",NULL,"4.55"
"2019","6","0.20",NULL,"1280.69"
"2019","6","0.00",NULL,"529.12"
"2019","6","0.20",NULL,"122.33"
"2019","6","0.00",NULL,"56.48"
"2019","6","0.20","Yes","76.61"
"2019","6","0.70",NULL,"31.16"
"2019","6","0.00",NULL,"84.55"
"2019","6","0.20",NULL,"19.56"
"2019","6","0.00",NULL,"15.92"
"2019","6","0.20",NULL,"23.76"
"2019","6","0.20","Yes","12.22"
"2019","6","0.60",NULL,"23.98"
"2019","6","0.20",NULL,"31.98"
"2019","6","0.00",NULL,"23.58"
"2019","6","0.80",NULL,"5.94"
"2019","6","0.00",NULL,"1166.67"
"2019","6","0.20",NULL,"51.31"
"2019","6","0.40",NULL,"384.77"
"2019","6","0.00",NULL,"50.32"
"2019","6","0.80",NULL,"2.26"
"2019","6","0.40",NULL,"545.92"
"2019","6","0.00",NULL,"26.40"
"2019","6","0.00","Yes","38.88"
"2019","6","0.00",NULL,"102.73"
"2019","6","0.20",NULL,"744.68"
"2019","6","0.00",NULL,"1315.22"
"2019","6","0.20",NULL,"400.78"
"2019","6","0.60",NULL,"14.22"
"2019","6","0.20",NULL,"137.52"
"2019","6","0.20",NULL,"1497.67"
"2019","6","0.80",NULL,"182.99"
"2019","6","0.00",NULL,"97.82"
"2019","6","0.20",NULL,"166.77"
"2019","6","0.20",NULL,"436.00"
"2019","6","0.20",NULL,"479.95"
"2019","6","0.30",NULL,"307.31"
"2019","6","0.20",NULL,"715.87"
"2019","6","0.00",NULL,"1419.97"
"2019","6","0.20","Yes","3.91"
"2019","6","0.00",NULL,"16.40"
"2019","6","0.20",NULL,"47.98"
"2019","6","0.00",NULL,"17.38"
"2019","6","0.20",NULL,"36.35"
"2019","6","0.20","Yes","514.17"
"2019","6","0.00",NULL,"543.92"
"2019","6","0.20",NULL,"246.34"
"2019","6","0.00",NULL,"2405.20"
"2019","6","0.20",NULL,"291.14"
"2019","6","0.20","Yes","91.36"
"2019","6","0.00",NULL,"91.20"
"2019","6","0.30",NULL,"410.00"
"2019","6","0.20",NULL,"4.46"
"2019","6","0.00",NULL,"191.98"
"2019","6","0.20",NULL,"88.78"
"2019","6","0.40","Yes","120.96"
"2019","6","0.00",NULL,"196.46"
"2019","6","0.60",NULL,"30.34"
"2019","6","0.00","Yes","44.75"
"2019","6","0.00",NULL,"187.74"
"2019","6","0.20",NULL,"2214.54"
"2019","6","0.00",NULL,"19.44"
"2019","6","0.20",NULL,"324.74"
"2019","6","0.00",NULL,"239.97"
"2019","6","0.20",NULL,"85.06"
"2019","6","0.00",NULL,"658.89"
"2019","6","0.70",NULL,"72.59"
"2019","6","0.00",NULL,"101.34"
"2019","6","0.20",NULL,"11.57"
"2019","6","0.00",NULL,"3.76"
"2019","6","0.20",NULL,"273.55"
"2019","6","0.60",NULL,"8.86"
"2019","6","0.00",NULL,"8.40"
"2019","6","0.20",NULL,"34.87"
"2019","6","0.00",NULL,"237.00"
"2019","6","0.20",NULL,"15.55"
"2019","6","0.00",NULL,"6.24"
"2019","6","0.20",NULL,"71.04"
"2019","6","0.70",NULL,"4.57"
"2019","6","0.20",NULL,"8.93"
"2019","6","0.00",NULL,"276.69"
"2019","6","0.80","Yes","9.36"
"2019","6","0.20",NULL,"163.54"
"2016","7","0.80","Yes","8.88"
"2016","7","0.20",NULL,"13.90"
"2016","7","0.00",NULL,"238.00"
"2016","7","0.20",NULL,"220.78"
"2016","7","0.00",NULL,"33.80"
"2016","7","0.30",NULL,"512.36"
"2016","7","0.00",NULL,"420.72"
"2016","7","0.20",NULL,"313.64"
"2016","7","0.30",NULL,"70.56"
"2016","7","0.20",NULL,"195.28"
"2016","7","0.00",NULL,"133.66"
"2016","7","0.20",NULL,"674.35"
"2016","7","0.00",NULL,"9334.96"
"2016","7","0.20",NULL,"479.04"
"2016","7","0.00",NULL,"45.00"
"2016","7","0.20",NULL,"281.42"
"2016","7","0.00",NULL,"14.62"
"2016","7","0.20",NULL,"31.98"
"2016","7","0.00",NULL,"124.11"
"2016","7","0.20",NULL,"717.72"
"2016","7","0.20","Yes","8.70"
"2016","7","0.20",NULL,"209.97"
"2016","7","0.00",NULL,"22.83"
"2016","7","0.80",NULL,"4.99"
"2016","7","0.00",NULL,"359.98"
"2016","7","0.80","Yes","2177.58"
"2016","7","0.20",NULL,"10.37"
"2016","7","0.00","Yes","147.87"
"2016","7","0.00",NULL,"717.40"
"2016","7","0.20",NULL,"2208.77"
