"row_id","order_date","ship_date","ship_mode","sales","quantity","discount","profit","returned"
"2462","2017-07-11","2017-07-13","Second Class","98.35","3","0.20","34.42",NULL
"2463","2019-12-03","2019-12-09","Standard Class","83.92","5","0.20","29.37",NULL
"2464","2019-12-03","2019-12-09","Standard Class","14.62","2","0.20","5.12",NULL
"2471","2018-01-22","2018-01-28","Standard Class","14.27","8","0.20","4.28",NULL
"2472","2018-01-22","2018-01-28","Standard Class","451.14","4","0.20","-67.67",NULL
"2473","2018-01-22","2018-01-28","Standard Class","64.86","4","0.20","6.49",NULL
"2474","2018-11-03","2018-11-06","First Class","217.58","2","0.20","-29.92",NULL
"2478","2019-09-04","2019-09-08","Second Class","1322.35","3","0.20","-99.18",NULL
"2480","2019-06-19","2019-06-25","Standard Class","11.18","1","0.20","0.84",NULL
"2481","2019-06-19","2019-06-25","Standard Class","153.58","2","0.20","-32.64",NULL
"2483","2019-08-28","2019-09-03","Standard Class","35.17","4","0.20","11.43",NULL
"2485","2019-08-28","2019-09-03","Standard Class","99.68","5","0.20","32.40",NULL
"2494","2018-09-10","2018-09-14","Second Class","300.93","5","0.30","-34.39",NULL
"2495","2018-09-10","2018-09-14","Second Class","719.96","5","0.20","54.00",NULL
"2499","2018-05-19","2018-05-24","Standard Class","9.58","1","0.20","3.35",NULL
"2500","2019-06-22","2019-06-23","First Class","37.61","3","0.20","12.69",NULL
"2501","2019-06-17","2019-06-20","First Class","12.22","2","0.20","4.43","1"
"2502","2019-06-17","2019-06-20","First Class","2.30","4","0.80","-3.57","1"
"2503","2019-06-17","2019-06-20","First Class","9.36","4","0.80","-16.38","1"
"2508","2017-07-02","2017-07-02","Same Day","32.78","4","0.80","-85.24",NULL
"2509","2019-03-02","2019-03-08","Standard Class","196.78","3","0.20","14.76",NULL
"2513","2019-12-02","2019-12-06","Standard Class","45.66","5","0.70","-33.48",NULL
"2514","2018-11-11","2018-11-17","Standard Class","95.97","4","0.20","1.20",NULL
"2515","2018-11-11","2018-11-17","Standard Class","47.99","2","0.30","-2.06",NULL
"2516","2016-09-05","2016-09-10","Standard Class","264.32","2","0.20","19.82",NULL
"2517","2016-11-15","2016-11-22","Standard Class","604.66","9","0.20","204.07",NULL
"2525","2017-04-06","2017-04-10","Standard Class","42.05","9","0.20","5.26",NULL
"2526","2017-04-06","2017-04-10","Standard Class","25.49","2","0.20","4.46",NULL
"2527","2017-04-06","2017-04-10","Standard Class","6.90","3","0.80","-12.08",NULL
"2528","2017-04-06","2017-04-10","Standard Class","9.65","6","0.80","-16.88",NULL
"2529","2017-04-06","2017-04-10","Standard Class","7.97","2","0.20","2.89",NULL
"2530","2016-10-24","2016-10-29","Standard Class","10.37","2","0.20","3.63",NULL
"2535","2019-08-15","2019-08-18","Second Class","1801.63","6","0.20","-337.81",NULL
"2537","2017-01-27","2017-01-29","Second Class","181.99","2","0.30","-54.60",NULL
"2538","2017-01-27","2017-01-29","Second Class","431.98","4","0.40","-100.79",NULL
"2539","2017-01-27","2017-01-29","Second Class","155.37","1","0.40","-36.25",NULL
"2540","2017-07-16","2017-07-16","Same Day","1348.70","6","0.20","-219.16",NULL
"2541","2017-07-16","2017-07-16","Same Day","700.15","3","0.20","78.77",NULL
"2542","2018-04-30","2018-05-04","Standard Class","111.89","7","0.20","22.38",NULL
"2543","2016-09-26","2016-10-01","Second Class","143.95","3","0.20","14.40",NULL
"2547","2019-04-16","2019-04-20","Standard Class","102.83","1","0.20","-6.05",NULL
"2548","2017-08-16","2017-08-22","Standard Class","2.30","1","0.20","0.26","1"
"2549","2017-08-16","2017-08-22","Standard Class","1879.96","5","0.20","211.50","1"
"2550","2017-08-16","2017-08-22","Standard Class","313.02","8","0.20","105.65","1"
"2551","2017-08-16","2017-08-22","Standard Class","5.04","2","0.20","1.76","1"
"2555","2018-08-15","2018-08-20","Standard Class","705.54","7","0.20","70.55",NULL
"2557","2018-10-08","2018-10-14","Standard Class","51.71","8","0.60","-32.32",NULL
"2558","2017-03-24","2017-03-30","Standard Class","6.99","2","0.20","0.52",NULL
"2562","2017-12-25","2017-12-31","Standard Class","9.22","4","0.20","3.34",NULL
"2563","2017-12-25","2017-12-31","Standard Class","10.37","2","0.20","3.63",NULL
"2567","2019-11-01","2019-11-03","Second Class","25.12","5","0.20","7.85",NULL
"2570","2019-12-27","2019-12-27","Same Day","164.39","2","0.40","-35.62",NULL
"2571","2019-12-27","2019-12-27","Same Day","13.25","4","0.20","3.64",NULL
"2572","2019-07-16","2019-07-21","Standard Class","2.91","2","0.20","0.91",NULL
"2573","2018-08-12","2018-08-15","Second Class","1399.94","7","0.20","52.50",NULL
"2586","2017-11-03","2017-11-10","Standard Class","6.61","2","0.20","2.15",NULL
"2590","2018-05-05","2018-05-09","Standard Class","246.17","3","0.20","21.54",NULL
"2591","2018-09-08","2018-09-14","Standard Class","14.14","2","0.60","-7.77",NULL
"2592","2018-09-08","2018-09-14","Standard Class","601.47","3","0.50","-300.74",NULL
"2604","2018-06-04","2018-06-04","Same Day","136.78","1","0.20","5.13",NULL
"2606","2016-12-16","2016-12-21","Standard Class","1.17","1","0.70","-0.86",NULL
"2608","2016-11-25","2016-11-30","Standard Class","24.67","3","0.20","0.00",NULL
"2609","2016-11-25","2016-11-30","Standard Class","2.52","1","0.20","0.88",NULL
"2610","2016-11-25","2016-11-30","Standard Class","1218.74","5","0.30","-121.87",NULL
"2611","2016-11-25","2016-11-30","Standard Class","5.90","2","0.20","1.99",NULL
"2612","2016-11-25","2016-11-30","Standard Class","15.70","3","0.20","5.10",NULL
"2613","2016-11-25","2016-11-30","Standard Class","6.10","3","0.60","-3.96",NULL
"2614","2018-04-28","2018-05-05","Standard Class","41.57","2","0.20","2.60",NULL
"2615","2016-04-26","2016-05-03","Standard Class","230.28","3","0.20","23.03",NULL
"2616","2016-04-26","2016-05-03","Standard Class","18.29","6","0.20","5.72",NULL
"2618","2019-04-01","2019-04-05","Standard Class","121.68","13","0.20","38.03",NULL
"2620","2019-12-22","2019-12-26","Standard Class","67.04","4","0.20","6.70",NULL
"2624","2019-10-22","2019-10-24","First Class","11199.97","4","0.20","3919.99",NULL
"2628","2019-11-13","2019-11-15","First Class","60.86","4","0.20","9.13",NULL
"2629","2019-11-13","2019-11-15","First Class","653.00","7","0.70","-935.96",NULL
"2630","2019-11-13","2019-11-15","First Class","11.22","10","0.70","-7.48",NULL
"2633","2019-05-15","2019-05-20","Standard Class","42.62","2","0.20","4.26",NULL
"2634","2019-05-15","2019-05-20","Standard Class","220.96","1","0.20","24.86",NULL
"2635","2017-07-05","2017-07-10","Second Class","4.93","2","0.20","0.74",NULL
"2636","2017-07-05","2017-07-10","Second Class","7.23","5","0.70","-5.78",NULL
"2639","2019-06-12","2019-06-18","Standard Class","13.13","3","0.20","4.27",NULL
"2641","2019-06-12","2019-06-18","Standard Class","858.24","4","0.10","143.04",NULL
"2643","2018-12-29","2018-12-30","First Class","186.05","6","0.20","67.44",NULL
"2644","2018-04-17","2018-04-21","Second Class","36.79","1","0.20","4.14",NULL
"2645","2018-04-17","2018-04-21","Second Class","18.62","8","0.20","6.29",NULL
"2651","2018-09-26","2018-10-01","Standard Class","424.96","5","0.20","20.00",NULL
"2652","2019-09-17","2019-09-21","Second Class","10.78","3","0.20","3.50",NULL
"2653","2019-09-17","2019-09-21","Second Class","11.78","3","0.20","4.27",NULL
"2656","2019-09-17","2019-09-21","Second Class","25.58","2","0.20","8.95",NULL
"2660","2017-12-24","2017-12-28","Standard Class","883.84","4","0.20","99.43",NULL
"2664","2018-05-01","2018-05-04","First Class","3.98","1","0.20","1.29",NULL
"2665","2018-05-01","2018-05-04","First Class","370.62","3","0.40","-142.07",NULL
"2666","2018-05-01","2018-05-04","First Class","2.74","2","0.70","-2.01",NULL
"2667","2018-10-01","2018-10-01","Same Day","79.51","3","0.20","20.87",NULL
"2668","2018-10-01","2018-10-01","Same Day","28.35","1","0.20","9.57",NULL
"2669","2017-08-25","2017-08-30","Standard Class","40.78","1","0.20","4.59",NULL
"2676","2019-11-27","2019-12-02","Standard Class","8.76","5","0.20","0.77",NULL
"2677","2019-11-27","2019-12-02","Standard Class","43.58","1","0.20","4.36",NULL
"2678","2016-06-21","2016-06-21","Same Day","11.09","7","0.70","-8.13",NULL
"2679","2016-06-21","2016-06-21","Same Day","25.16","2","0.70","-16.78",NULL
"2683","2019-01-21","2019-01-27","Standard Class","350.97","3","0.10","152.09",NULL
"2685","2019-06-29","2019-07-06","Standard Class","312.55","9","0.20","101.58","1"
"2686","2018-09-06","2018-09-11","Standard Class","95.95","3","0.20","29.99",NULL
"2687","2018-09-06","2018-09-11","Standard Class","3.20","2","0.70","-2.46",NULL
"2688","2018-08-04","2018-08-05","First Class","3.98","5","0.80","-6.57",NULL
"2690","2016-06-30","2016-07-02","First Class","5.25","4","0.20","1.64",NULL
"2691","2019-12-04","2019-12-08","Standard Class","5.35","3","0.70","-4.46",NULL
"2692","2018-08-28","2018-09-02","Standard Class","15.48","3","0.20","5.61",NULL
"2693","2018-08-28","2018-09-02","Standard Class","108.58","3","0.20","8.14",NULL
"2695","2016-10-15","2016-10-20","Standard Class","15.38","1","0.20","4.04",NULL
"2696","2018-02-07","2018-02-09","First Class","30.35","2","0.20","10.62",NULL
"2697","2016-03-18","2016-03-23","Standard Class","821.30","4","0.50","-16.43",NULL
"2698","2016-03-18","2016-03-23","Standard Class","22638.48","6","0.50","-1811.08",NULL
"2699","2016-03-18","2016-03-23","Standard Class","21.38","4","0.20","7.48",NULL
"2700","2016-03-18","2016-03-23","Standard Class","8.02","3","0.20","1.00",NULL
"2701","2016-03-18","2016-03-23","Standard Class","30.77","2","0.20","8.08",NULL
"2702","2016-03-18","2016-03-23","Standard Class","18.94","3","0.20","5.92",NULL
"2703","2016-03-18","2016-03-23","Standard Class","122.35","3","0.20","15.29",NULL
"2710","2017-01-30","2017-02-06","Standard Class","1919.98","3","0.20","216.00",NULL
"2711","2017-12-11","2017-12-15","Standard Class","12.83","2","0.70","-8.98",NULL
"2712","2019-10-09","2019-10-11","First Class","45.89","4","0.20","9.18",NULL
"2714","2016-04-25","2016-04-29","Standard Class","302.38","3","0.20","37.80",NULL
"2720","2016-12-06","2016-12-08","Second Class","23.98","3","0.60","-14.39",NULL
"2721","2016-11-04","2016-11-08","Second Class","8.38","3","0.20","2.72",NULL
"2722","2016-11-04","2016-11-08","Second Class","58.24","5","0.20","5.10",NULL
"2725","2016-10-04","2016-10-08","Standard Class","95.65","2","0.20","31.09",NULL
"2726","2019-11-07","2019-11-13","Standard Class","359.97","5","0.40","-71.99",NULL
"2727","2019-11-07","2019-11-13","Standard Class","350.35","4","0.40","-140.14",NULL
"2728","2019-12-22","2019-12-24","First Class","1.64","1","0.70","-1.31",NULL
"2729","2019-12-22","2019-12-24","First Class","629.96","7","0.40","94.49",NULL
"2742","2018-02-25","2018-02-27","Second Class","46.72","5","0.20","17.52",NULL
"2745","2017-06-20","2017-06-25","Second Class","125.98","3","0.20","47.24",NULL
"2746","2019-08-07","2019-08-11","Second Class","79.99","1","0.20","22.00",NULL
"2747","2016-05-12","2016-05-17","Standard Class","700.06","3","0.30","-130.01",NULL
"2748","2017-11-22","2017-11-26","Standard Class","27.17","4","0.20","-1.36",NULL
"2749","2017-12-04","2017-12-08","Standard Class","8.23","3","0.70","-6.03",NULL
"2750","2016-06-08","2016-06-14","Standard Class","585.55","3","0.20","73.19",NULL
"2752","2016-05-26","2016-05-30","Standard Class","225.30","2","0.20","22.53",NULL
"2755","2017-04-17","2017-04-21","Standard Class","783.96","5","0.20","68.60",NULL
"2763","2019-10-12","2019-10-14","First Class","101.84","5","0.20","36.92",NULL
"2764","2019-06-22","2019-06-28","Standard Class","10.33","3","0.70","-7.58",NULL
"2765","2019-06-22","2019-06-28","Standard Class","31.16","5","0.70","-23.89",NULL
"2766","2019-06-22","2019-06-28","Standard Class","8.93","2","0.20","0.67",NULL
"2767","2019-01-15","2019-01-18","First Class","34.38","1","0.20","3.87",NULL
"2768","2019-01-15","2019-01-18","First Class","1924.16","8","0.20","312.68",NULL
"2769","2017-04-02","2017-04-07","Standard Class","32.19","2","0.80","-80.48",NULL
"2770","2017-04-02","2017-04-07","Standard Class","50.12","7","0.20","-0.63",NULL
"2771","2017-04-02","2017-04-07","Standard Class","47.98","3","0.20","1.80",NULL
"2773","2019-12-10","2019-12-12","First Class","19.10","3","0.20","5.73",NULL
"2775","2019-11-11","2019-11-18","Standard Class","10.37","2","0.20","3.63",NULL
"2777","2017-12-21","2017-12-25","Standard Class","60.98","7","0.20","4.57",NULL
"2778","2017-07-17","2017-07-19","Second Class","195.47","2","0.20","-13.80",NULL
"2779","2019-04-30","2019-05-05","Standard Class","23.68","8","0.20","6.22",NULL
"2780","2019-04-30","2019-05-05","Standard Class","2.38","3","0.20","0.74",NULL
"2784","2018-11-05","2018-11-10","Standard Class","23.99","2","0.40","-15.99",NULL
"2785","2018-10-09","2018-10-15","Standard Class","23.98","4","0.40","-15.58",NULL
"2786","2017-09-21","2017-09-23","First Class","601.54","4","0.20","0.00",NULL
"2788","2016-12-02","2016-12-06","Standard Class","58.36","5","0.60","-24.80",NULL
"2789","2016-12-02","2016-12-06","Standard Class","16.46","7","0.20","1.44",NULL
"2790","2016-12-02","2016-12-06","Standard Class","39.96","5","0.60","-23.98",NULL
"2794","2016-04-12","2016-04-17","Standard Class","1075.09","14","0.20","94.07",NULL
"2795","2016-04-12","2016-04-17","Standard Class","438.37","4","0.20","38.36",NULL
"2796","2016-04-12","2016-04-17","Standard Class","18.09","7","0.20","6.56",NULL
"2797","2016-04-12","2016-04-17","Standard Class","308.50","3","0.20","-18.15",NULL
"2801","2018-10-25","2018-10-28","First Class","783.96","5","0.20","78.40",NULL
"2802","2017-11-01","2017-11-04","First Class","7.88","1","0.20","1.77",NULL
"2806","2017-09-07","2017-09-11","Standard Class","47.52","2","0.30","-2.04",NULL
"2810","2017-07-25","2017-07-27","Second Class","561.57","2","0.20","28.08",NULL
"2820","2018-05-05","2018-05-08","First Class","6.72","5","0.20","2.35",NULL
"2821","2018-05-05","2018-05-08","First Class","298.78","3","0.20","7.47",NULL
"2822","2018-12-31","2019-01-05","Standard Class","302.38","3","0.20","22.68",NULL
"2823","2019-09-18","2019-09-20","First Class","8.93","2","0.20","0.56",NULL
"2824","2019-09-18","2019-09-20","First Class","47.58","2","0.20","-2.97",NULL
"2825","2016-09-25","2016-09-30","Standard Class","33.79","8","0.20","10.56",NULL
"2826","2016-09-25","2016-09-30","Standard Class","300.53","2","0.30","-97.23",NULL
"2827","2016-09-25","2016-09-30","Standard Class","2.72","2","0.80","-4.36",NULL
"2828","2016-09-25","2016-09-30","Standard Class","3.26","2","0.20","1.10",NULL
"2829","2018-04-23","2018-04-26","First Class","108.34","6","0.20","37.92",NULL
"2830","2018-04-23","2018-04-26","First Class","55.92","5","0.20","6.29",NULL
"2831","2018-04-23","2018-04-26","First Class","78.30","2","0.20","29.36",NULL
"2832","2016-11-01","2016-11-05","Standard Class","443.92","5","0.20","-94.33",NULL
"2833","2016-11-01","2016-11-05","Standard Class","155.98","3","0.20","54.59",NULL
"2838","2019-11-11","2019-11-16","Standard Class","121.60","5","0.20","39.52",NULL
"2839","2018-06-09","2018-06-12","First Class","695.70","2","0.50","-27.83",NULL
"2842","2019-08-31","2019-09-04","Second Class","229.54","7","0.20","83.21",NULL
"2843","2019-03-23","2019-03-27","Standard Class","143.73","2","0.20","-32.34",NULL
"2844","2019-05-18","2019-05-22","Standard Class","36.05","3","0.20","-0.90","1"
"2845","2018-12-27","2018-12-31","Standard Class","845.49","8","0.30","-12.08",NULL
"2847","2019-09-10","2019-09-15","Standard Class","762.59","3","0.80","-1143.89",NULL
"2850","2018-11-28","2018-12-03","Standard Class","7.43","6","0.70","-5.70",NULL
"2851","2018-06-02","2018-06-05","First Class","64.78","1","0.20","-12.96",NULL
"2857","2018-08-26","2018-08-29","First Class","1603.14","4","0.20","100.20",NULL
"2858","2018-08-15","2018-08-17","Second Class","225.30","2","0.20","22.53",NULL
"2863","2019-08-12","2019-08-17","Standard Class","20.74","4","0.20","7.26",NULL
"2868","2018-11-10","2018-11-12","Second Class","14.72","5","0.20","-3.31",NULL
"2869","2018-11-10","2018-11-12","Second Class","38.98","3","0.20","-2.44",NULL
"2870","2019-06-12","2019-06-19","Standard Class","17.09","2","0.20","1.07",NULL
"2871","2016-03-22","2016-03-26","Standard Class","74.35","3","0.20","23.24",NULL
"2872","2016-03-22","2016-03-26","Standard Class","314.35","3","0.20","-35.36",NULL
"2876","2018-01-21","2018-01-23","Second Class","153.57","2","0.20","-5.76",NULL
"2877","2018-01-21","2018-01-23","Second Class","1013.49","7","0.20","76.01",NULL
"2883","2016-02-21","2016-02-25","Standard Class","8.85","5","0.80","-13.72",NULL
"2885","2018-01-30","2018-02-03","Standard Class","17.46","2","0.20","5.89",NULL
"2886","2018-10-18","2018-10-22","Standard Class","307.92","5","0.20","-34.64",NULL
"2898","2018-01-04","2018-01-09","Standard Class","959.97","4","0.20","120.00",NULL
"2899","2017-04-26","2017-04-30","Standard Class","408.42","2","0.30","-5.83",NULL
"2900","2017-09-12","2017-09-17","Standard Class","479.98","2","0.20","60.00",NULL
"2903","2018-06-12","2018-06-17","Standard Class","23.12","5","0.20","8.38",NULL
"2904","2018-06-27","2018-07-01","Standard Class","37.46","7","0.20","12.18",NULL
"2905","2018-06-27","2018-07-01","Standard Class","539.66","3","0.30","-7.71",NULL
"2911","2017-11-05","2017-11-09","Standard Class","387.14","4","0.20","24.20",NULL
"2914","2016-06-16","2016-06-21","Standard Class","39.55","3","0.20","14.34",NULL
"2918","2019-08-27","2019-08-30","First Class","5.95","1","0.20","0.37",NULL
"2919","2018-11-23","2018-11-23","Same Day","15.80","5","0.20","2.37",NULL
"2920","2018-11-23","2018-11-23","Same Day","14.37","2","0.20","3.95",NULL
"2921","2018-11-23","2018-11-23","Same Day","70.45","7","0.20","12.33",NULL
"2923","2017-11-30","2017-12-03","Second Class","3.88","3","0.80","-5.82",NULL
"2929","2019-10-19","2019-10-26","Standard Class","1633.19","4","0.70","-1306.55",NULL
"2931","2017-08-08","2017-08-08","Same Day","6.61","2","0.20","2.23","1"
"2932","2017-08-08","2017-08-08","Same Day","7.28","2","0.20","2.73","1"
"2933","2017-08-08","2017-08-08","Same Day","144.78","1","0.20","10.86","1"
"2934","2018-12-06","2018-12-12","Standard Class","156.79","1","0.20","13.72",NULL
"2935","2018-12-06","2018-12-12","Standard Class","431.98","3","0.20","27.00",NULL
"2937","2018-12-06","2018-12-12","Standard Class","47.21","7","0.20","15.34",NULL
"2940","2018-12-06","2018-12-12","Standard Class","59.81","3","0.20","19.44",NULL
"2948","2019-12-14","2019-12-18","Standard Class","64.96","14","0.20","22.74","1"
"2950","2019-11-12","2019-11-12","Same Day","41.60","4","0.20","13.00",NULL
"2951","2019-11-12","2019-11-12","Same Day","23.12","5","0.20","8.38",NULL
"2952","2019-11-12","2019-11-12","Same Day","113.89","2","0.20","9.97",NULL
"2953","2019-11-12","2019-11-12","Same Day","113.57","2","0.20","-5.68",NULL
"2954","2019-11-12","2019-11-12","Same Day","7.92","2","0.20","0.69",NULL
"2955","2019-11-12","2019-11-12","Same Day","671.98","2","0.20","50.40",NULL
"2957","2019-06-27","2019-07-04","Standard Class","191.65","3","0.10","31.94",NULL
"2958","2019-05-04","2019-05-09","Standard Class","2.31","1","0.70","-1.93",NULL
"2959","2017-12-24","2017-12-29","Standard Class","19.94","4","0.20","7.23",NULL
"2963","2019-12-16","2019-12-21","Second Class","81.57","2","0.20","9.18","1"
"2964","2019-12-16","2019-12-21","Second Class","97.18","2","0.20","6.07","1"
"2965","2019-12-16","2019-12-21","Second Class","24.32","5","0.20","8.21","1"
"2967","2016-12-27","2016-12-31","Standard Class","32.95","6","0.60","-19.77",NULL
"2968","2016-12-27","2016-12-31","Standard Class","30.02","4","0.20","3.00",NULL
"2969","2019-11-06","2019-11-09","Second Class","499.58","3","0.20","43.71",NULL
"2970","2019-11-06","2019-11-09","Second Class","31.10","6","0.20","10.89",NULL
"2971","2019-11-06","2019-11-09","Second Class","13.27","8","0.70","-10.62",NULL
"2972","2019-11-06","2019-11-09","Second Class","28.27","2","0.20","6.36",NULL
"2973","2019-11-06","2019-11-09","Second Class","259.14","4","0.20","-51.83",NULL
"2975","2017-05-07","2017-05-12","Standard Class","244.01","2","0.30","-31.37",NULL
"2976","2017-05-07","2017-05-12","Standard Class","15.94","4","0.20","5.38",NULL
"2977","2019-12-04","2019-12-04","Same Day","188.55","7","0.30","-2.69",NULL
"2980","2017-06-12","2017-06-17","Standard Class","20.74","4","0.20","7.26",NULL
"2981","2017-06-12","2017-06-17","Standard Class","43.30","2","0.20","4.33",NULL
"2982","2016-07-12","2016-07-18","Standard Class","123.14","4","0.20","13.85",NULL
"2983","2016-07-12","2016-07-18","Standard Class","11.26","4","0.20","3.80",NULL
"2984","2016-12-06","2016-12-11","Second Class","53.42","3","0.20","4.67",NULL
"2985","2016-12-06","2016-12-11","Second Class","275.49","1","0.50","-170.80",NULL
"2990","2018-02-21","2018-02-26","Second Class","18.56","4","0.20","6.50",NULL
"2992","2018-02-21","2018-02-26","Second Class","31.25","7","0.20","10.94",NULL
"2995","2018-09-09","2018-09-13","Second Class","55.36","4","0.20","18.68",NULL
"2996","2016-07-14","2016-07-21","Standard Class","55.92","5","0.20","6.29",NULL
"2997","2016-06-21","2016-06-25","Standard Class","24.90","4","0.20","8.40",NULL
"2998","2016-06-21","2016-06-25","Standard Class","3.98","1","0.20","0.65",NULL
"2999","2016-06-21","2016-06-25","Standard Class","95.97","4","0.20","28.79",NULL
"3000","2016-06-21","2016-06-25","Standard Class","206.99","3","0.70","-172.49",NULL
"3001","2016-06-21","2016-06-25","Standard Class","44.42","2","0.20","3.89",NULL
"3002","2016-06-21","2016-06-25","Standard Class","9.01","2","0.70","-7.20",NULL
"3004","2019-12-16","2019-12-23","Standard Class","33.38","4","0.20","10.43",NULL
"3008","2016-10-24","2016-10-29","Standard Class","34.27","3","0.20","11.14",NULL
"3010","2018-07-25","2018-07-29","Standard Class","243.88","5","0.20","27.44",NULL
"3011","2019-04-17","2019-04-23","Standard Class","12.03","5","0.70","-9.22",NULL
"3012","2019-04-17","2019-04-23","Standard Class","2549.99","5","0.70","-3399.98",NULL
"3013","2019-04-17","2019-04-23","Standard Class","21.59","2","0.70","-15.84",NULL
"3014","2019-04-17","2019-04-23","Standard Class","8.96","6","0.70","-6.57",NULL
"3015","2019-04-17","2019-04-23","Standard Class","20.74","4","0.20","7.26",NULL
"3016","2017-09-17","2017-09-21","Standard Class","344.22","2","0.40","-103.27",NULL
"3017","2018-08-23","2018-08-30","Standard Class","727.30","8","0.20","-172.73",NULL
"3018","2018-08-23","2018-08-30","Standard Class","22.61","3","0.60","-10.17",NULL
"3019","2018-08-23","2018-08-30","Standard Class","666.40","7","0.20","-33.32",NULL
"3023","2017-11-08","2017-11-14","Standard Class","91.68","5","0.20","28.65","1"
"3024","2019-11-17","2019-11-23","Standard Class","327.73","2","0.30","-14.46",NULL
"3025","2017-11-08","2017-11-13","Standard Class","52.27","11","0.20","17.64",NULL
"3027","2019-04-22","2019-04-26","Standard Class","254.35","3","0.20","0.00",NULL
"3028","2016-08-24","2016-08-24","Same Day","8.29","2","0.20","2.69",NULL
"3030","2018-03-24","2018-03-28","Standard Class","403.17","4","0.20","25.20",NULL
"3033","2018-11-21","2018-11-26","Standard Class","195.14","4","0.20","-12.20","1"
"3034","2019-09-16","2019-09-21","Standard Class","20.74","4","0.20","7.26",NULL
"3040","2019-10-03","2019-10-08","Standard Class","171.29","3","0.20","-6.42",NULL
"3041","2018-05-05","2018-05-09","Standard Class","16.72","5","0.20","3.34",NULL
"3044","2019-09-11","2019-09-12","Same Day","2054.27","8","0.20","256.78",NULL
"3045","2017-04-30","2017-05-02","Second Class","1022.97","5","0.40","-255.74",NULL
"3048","2016-09-30","2016-10-04","Standard Class","43.18","7","0.20","13.49",NULL
"3056","2017-08-28","2017-09-01","Standard Class","2799.96","5","0.20","874.99",NULL
"3060","2019-10-19","2019-10-24","Second Class","24.37","2","0.20","-3.35","1"
"3061","2018-11-07","2018-11-12","Standard Class","119.98","3","0.20","22.50",NULL
"3062","2019-03-03","2019-03-07","Standard Class","26.88","8","0.20","9.74",NULL
"3066","2019-03-13","2019-03-18","Second Class","140.74","8","0.20","49.26",NULL
"3070","2019-11-30","2019-11-30","Same Day","663.94","4","0.20","82.99",NULL
"3075","2017-10-03","2017-10-08","Standard Class","120.67","2","0.20","18.45",NULL
"3076","2016-07-20","2016-07-24","Standard Class","342.86","3","0.20","38.57",NULL
"3077","2016-07-20","2016-07-24","Standard Class","16.74","5","0.60","-14.23",NULL
"3078","2016-07-20","2016-07-24","Standard Class","981.37","2","0.30","-140.20",NULL
"3081","2019-09-04","2019-09-05","First Class","43.18","3","0.20","15.11",NULL
"3084","2016-01-28","2016-02-03","Standard Class","3.93","1","0.20","1.33",NULL
"3085","2019-02-09","2019-02-14","Standard Class","252.78","4","0.80","-417.09",NULL
"3086","2019-02-09","2019-02-14","Standard Class","127.98","2","0.20","16.00",NULL
"3087","2019-02-09","2019-02-14","Standard Class","3.98","2","0.60","-2.69",NULL
"3088","2019-02-09","2019-02-14","Standard Class","12.99","2","0.80","-32.48",NULL
"3094","2017-08-23","2017-08-23","Same Day","31.68","4","0.20","2.77",NULL
"3095","2017-08-23","2017-08-23","Same Day","10.37","2","0.20","3.63",NULL
"3096","2017-08-23","2017-08-23","Same Day","12.03","8","0.20","2.26",NULL
"3097","2017-08-23","2017-08-23","Same Day","5.77","2","0.80","-13.55",NULL
"3098","2019-04-27","2019-05-01","Standard Class","33.12","4","0.20","11.59","1"
"3099","2019-04-27","2019-05-01","Standard Class","220.27","4","0.30","-42.11","1"
"3100","2019-04-14","2019-04-19","Standard Class","10.78","3","0.20","3.50",NULL
"3101","2019-04-14","2019-04-19","Standard Class","242.35","3","0.20","9.09",NULL
"3104","2018-12-08","2018-12-12","Standard Class","12.96","7","0.70","-9.50",NULL
"3106","2018-07-25","2018-07-29","Standard Class","15.71","4","0.20","5.70",NULL
"3107","2019-07-10","2019-07-14","Standard Class","298.46","6","0.20","26.12",NULL
"3113","2018-08-23","2018-08-30","Standard Class","837.60","3","0.20","62.82",NULL
"3116","2018-08-23","2018-08-30","Standard Class","532.70","6","0.20","-39.95",NULL
"3119","2017-06-11","2017-06-12","First Class","1123.92","5","0.20","-182.64",NULL
"3120","2017-06-11","2017-06-12","First Class","249.58","2","0.20","31.20",NULL
"3121","2017-06-11","2017-06-12","First Class","48.67","3","0.20","7.30",NULL
"3122","2017-06-11","2017-06-12","First Class","60.77","2","0.20","7.60",NULL
"3123","2017-06-11","2017-06-12","First Class","78.60","5","0.70","-62.88",NULL
"3124","2017-06-11","2017-06-12","First Class","3.77","2","0.70","-3.14",NULL
"3125","2017-06-11","2017-06-12","First Class","1036.62","2","0.20","51.83",NULL
"3126","2017-06-11","2017-06-12","First Class","563.81","4","0.20","21.14",NULL
"3127","2019-09-08","2019-09-12","Standard Class","258.53","2","0.40","-47.40",NULL
"3130","2016-12-16","2016-12-17","First Class","241.57","2","0.20","18.12",NULL
"3132","2016-12-16","2016-12-17","First Class","627.17","4","0.20","70.56",NULL
"3134","2016-08-24","2016-08-26","First Class","12.67","3","0.20","4.44",NULL
"3135","2019-11-12","2019-11-18","Standard Class","30.56","5","0.80","-45.84",NULL
"3136","2019-11-12","2019-11-18","Standard Class","77.95","3","0.20","-15.59",NULL
"3137","2019-11-12","2019-11-18","Standard Class","67.99","1","0.20","8.50",NULL
